Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central African Republic,CAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,23.155349731445,21.743530273438,26.980230331421,23.878210067749,30.289470672607,25.847959518433,27.484529495239,34.207160949707,,,26.900550842285,27.199649810791,24.881109237671,,,38.217029571533,29.321540832519,30.47361946106,29.923379898071,31.184629440308,28.337509155273,22.371419906616,,,,,,,,,,,,21.436790466309,23.42725944519,23.388179779053,,31.31270980835,33.808429718018,35.739658355713,36.994831085205,38.516578674316,,,,36.994899749756,48.728565216065,,,,,,
Canada,CAN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.775840759277,97.445289611816,98.262992858887,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.594627380371,95.53727722168,95.332550048828,95.132713317871,97.040992736816,95.666122436523,95.476600646973,95.683868408203,95.706329345703,94.873611450195,94.868873596191,93.520622253418,93.97696685791,93.962257385254,94.950637817383,95.043968200684,94.525619506836,95.120880126953,95.083511352539,95.303367614746,95.126403808594,93.081039428711,93.056648254395,93.741966247559,94.064498901367,92.996520996094,95.001792907715,96.38990020752,96.712348937988,98.073951721191,97.632392883301,100.39614105225,99.819366455078,99.173843383789,99.041999816895,98.953369140625,98.989883422852,98.155639648438,97.137969970703,97.494041442871,98.170867919922,98.089012145996,97.165321350098,96.61279296875,96.481628417969,97.29621887207,96.477523803711,98.380661010742,93.765197753906,93.33708190918,93.550193786621,93.868942260742,93.81022644043,
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,51.360569000244,59.260231018066,57.719348907471,57.594871520996,53.560970306396,53.812568664551,53.785400390625,52.507160186768,52.523601531982,52.022010803223,51.499481201172,51.279361724854,51.808521270752,51.212158203125,52.707710266113,53.901710510254,58.60717010498,60.73445892334,,73.347518920898,,,95.309532165527,96.893608093262,94.956169128418,96.23560333252,95.30541229248,96.504539489746,95.397880554199,96.745208740234,96.270637512207,97.185546875,96.093353271484,97.018913269043,96.674629211426,96.836936950684,94.050109863281,96.478118896484,96.631362915039,94.90242767334,95.359153747559,94.423721313477,93.593223571777,94.275817871094,95.48120880127,,
Channel Islands,CHI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,79.879188537598,87.610778808594,92.190780639648,93.390312194824,91.615356445312,91.567970275879,92.93473815918,90.200332641602,,,,,,96.662033081055,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.072410583496,97.405120849609,96.997901916504,98.16641998291,97.77294921875,98.397842407227,98.15495300293,98.151832580566,97.445320129395,97.96858215332,99.218078613281,,
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,110.74864196777,106.38149261475,100.18609619141,93.719200134277,92.287582397461,87.988151550293,96.915336608887,92.431427001953,93.22785949707,,,,,,,,,92.416229248047,96.407600402832,105.02069091797,105.66079711914,104.89678955078,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,35.715480804443,36.048858642578,39.599838256836,42.820350646973,46.344890594482,47.933040618896,50.814380645752,54.39986038208,59.082359313965,,57.808238983154,55.99015045166,47.424549102783,47.773128509521,47.360298156738,45.802181243896,41.47481918335,39.546619415283,42.802249908447,39.03210067749,40.502059936523,40.861839294434,39.940891265869,41.75804901123,40.228000640869,41.405181884766,44.715839385986,42.879810333252,47.066631317139,,,,,42.714588165283,43.701530456543,,44.638919830322,,51.844528198242,52.800289154053,51.781558990479,53.127540588379,58.073360443115,61.367378234863,67.676490783691,70.033470153809,73.494506835938,75.585983276367,73.705368041992,68.594703674316,
Cameroon,CMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,47.320308685303,46.781791687012,48.849250793457,50.326141357422,51.128360748291,61.476779937744,52.091640472412,50.58124923706,50.75793838501,49.661720275879,49.950870513916,51.961498260498,53.651550292969,54.199668884277,55.875198364258,55.467350006104,,56.735641479492,55.347351074219,,,,,,,,49.123790740967,50.385730743408,,,57.119831085205,59.143169403076,,51.451778411865,54.831569671631,71.236450195312,71.067626953125,72.622177124023,71.028457641602,75.069648742676,,73.674240112305,74.513061523438,73.381370544434,68.21257019043,64.431770324707,65.442359924316,66.45768737793,68.734321594238,69.43473815918,
"Congo, Dem. Rep.",COD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,41.958759307861,43.993339538574,,,,53.499980926514,55.891830444336,59.170501708984,,58.550708770752,60.385818481445,62.36701965332,64.360092163086,66.726722717285,,,,48.894439697266,,,50.979309082031,47.291648864746,55.056480407715,46.976100921631,,,,,33.252159118652,,,40.451721191406,,,,,49.588298797607,54.508270263672,58.502681732178,60.315731048584,62.27853012085,67.450042724609,66.771377563477,64.991142272949,67.496589660645,,,,,78.728996276855,82.647560119629,,
"Congo, Rep.",COG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,51.78636932373,55.278160095215,64.372756958008,53.58198928833,62.39905166626,64.506790161133,66.662063598633,66.963188171387,73.861686706543,75.051918029785,73.565643310547,74.512748718262,69.68537902832,73.399879455566,71.958068847656,72.381729125977,72.048988342285,72.949836730957,67.525199890137,59.760650634766,55.947429656982,62.992900848389,64.02604675293,54.820819854736,,47.609489440918,,,29.969320297241,,53.757568359375,56.501991271973,53.34508895874,76.688659667969,67.249862670898,73.261947631836,72.24356842041,67.490859985352,67.078247070312,67.924339294434,74.677436828613,72.278099060059,,,70.324600219727,,,65.186126708984,,,,,
Colombia,COL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,49.177951812744,52.692581176758,53.53918838501,56.871910095215,57.669971466065,,,,,,,,72.993843078613,75.748481750488,76.453659057617,71.691848754883,75.262603759766,74.985900878906,74.285552978516,73.536979675293,76.862091064453,75.703628540039,84.332176208496,85.044700622559,84.817321777344,88.521820068359,89.601417541504,,95.091339111328,96.544059753418,100.22463989258,96.999778747559,97.173561096191,,104.35856628418,107.4441986084,113.18077087402,114.75441741943,114.71237182617,119.89797210693,119.82415771484,118.85179138184,113.55069732666,103.58582305908,102.6898727417,102.40923309326,103.1399307251,106.37325286865,105.57800292969,103.54367828369,99.627601623535,99.194473266602,,
Comoros,COM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,56.26261138916,,,,,60.939998626709,49.016948699951,,,,,41.510250091553,36.678829193115,44.488059997559,,,,,46.694328308105,,,54.761150360107,53.187400817871,56.967239379883,,,59.17525100708,67.990798950195,,,,,73.917442321777,79.460571289062,,,81.409049987793,,,,,,
Cabo Verde,CPV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,10.544750213623,13.28404045105,20.376100540161,14.639399528503,13.802820205688,13.381999969482,16.501880645752,26.576679229736,23.751430511475,20.906799316406,28.842420578003,29.608110427856,32.089809417725,35.854148864746,40.853519439697,,51.386089324951,,,,63.122329711914,,,,94.526962280273,,101.49918365478,96.565986633301,97.726211547852,98.115257263184,95.297203063965,80.724746704102,92.290367126465,87.897079467773,95.366409301758,92.036521911621,95.213821411133,89.556907653809,91.992172241211,89.689666748047,93.905212402344,94.853012084961,89.90071105957,83.491439819336,81.753837585449,93.75691986084,,,,
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,75.689300537109,75.868087768555,85.588088989258,89.982490539551,89.058128356934,86.665740966797,81.775817871094,89.025993347168,86.106292724609,83.746109008789,85.695289611816,87.095970153809,86.803901672363,79.493186950684,72.38761138916,76.099098205566,77.687461853027,75.596038818359,76.020767211914,75.485549926758,74.653793334961,78.585273742676,81.118896484375,83.046829223633,81.478240966797,80.078681945801,81.522743225098,,,84.116798400879,88.695938110352,89.816833496094,94.220649719238,,93.694549560547,93.512802124023,89.37035369873,91.288063049316,94.259651184082,98.626991271973,98.504760742188,98.212310791016,96.471298217773,94.938568115234,98.537246704102,95.092506408691,94.578147888184,94.178123474121,95.620429992676,96.493942260742,96.752868652344,99.080230712891,,
Caribbean small states,CSS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,91.735870361328,91.068008422852,92.586029052734,92.047470092773,93.499633789062,91.629669189453,92.988906860352,94.390419006348,93.480880737305,93.004936218262,90.255676269531,90.505500793457,91.181030273438,92.171409606934,92.362586975098,92.160781860352,90.931831359863,90.557029724121,89.619148254395,88.496322631836,87.259559631348,87.284721374512,86.484931945801,87.540557861328,88.52897644043,87.359237670898,83.450309753418,86.656143188477,85.587631225586,87.320510864258,88.617057800293,89.688766479492,89.196151733398,89.006988525391,89.506958007812,90.494590759277,91.582901000977,98.534240722656,96.134262084961,94.286911010742,92.731506347656,91.574447631836,91.584632873535,89.990242004395,91.434928894043,88.490531921387,89.287460327148,,
